,maid,latitude,longitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,test
66,4f180e407767b5c53f9294b0ed4facd41d2d190a,-3.69329,128.20273,8.0,ID.MA.AM,97129.0,16-06-21,00:54:52,1,1
67,0d62f4bb7552044b83de7f3711b202ee04d9884f,-3.6937,128.19422,43.0,ID.MA.AM,97121.0,16-06-21,00:54:58,348,5
68,141eafac4fd0996b3b1519f07585f1cf1cd1043f,-3.675221,128.193442,18.0,ID.MA.AM,97129.0,16-06-21,00:55:33,1,1
69,e6049f50a15f39466073fd4cba2c821b3a13012b,-3.441441,128.411748,18.0,,,16-06-21,00:56:36,315,5
70,cc799df4319f433800894d6b5cd7d57137451a7a,-3.693693,128.790056,34.0,ID.MA.MT,,16-06-21,00:57:09,334,1
71,7b7141a0d8be73cfc5f4b89645ed053a845260d1,-3.679152,128.206318,28.0,ID.MA.AM,97128.0,16-06-21,00:57:36,51,5
72,80fbe55b7e17182f12577478173933954e6264cf,-3.589515,128.33754,17.0,ID.MA.MT,97544.0,16-06-21,01:01:06,12,1
73,cfaba770b1d3a31a05f341d3d9dc7180d88c5867,-3.69697,128.17873,16.0,ID.MA.AM,97126.0,16-06-21,01:01:19,2,5
74,f397ff36e2386f90cc5b51b218096caaaa621bd8,-3.71407,128.16694,8.0,ID.MA.AM,97117.0,16-06-21,01:02:04,79,1
75,c78c434747084f96d6476584c2a00dc2788985d2,-3.711711,128.178776,26.0,ID.MA.AM,97116.0,16-06-21,01:05:47,93,5
76,677e2a26d0fb6364a4c3b94ec705d949f5f8668f,-3.589881,128.337634,12.0,ID.MA.MT,97544.0,16-06-21,01:06:21,3,1
77,50cde01633553bbb75af241e2dbead76eceb9748,-3.405518,128.691056,7.0,ID.MA.SB,97565.0,16-06-21,01:06:22,3,5
78,90dedec5a26b69a7884579b7c3b4a96d75bb90f9,-3.71172,128.17877,13.0,ID.MA.AM,97116.0,16-06-21,01:08:50,124,1
79,48fd6d2099d2b4d4cc2be9c580dc90e7b82962fc,-3.675675,128.19162,21.0,ID.MA.AM,97129.0,16-06-21,01:09:43,215,5
80,0564077f344e7439df5710e8682ab5021b14b21d,-3.62162,128.25613,14.0,ID.MA.AM,97214.0,16-06-21,01:10:22,32,1
81,13d6e353bf7f41beda74c5411571876b0c8cc63e,-3.675675,128.209682,15.0,ID.MA.AM,97128.0,16-06-21,01:11:21,122,5
82,2d011449511b140e04b25853db204386c8d3fd62,-2.99099,129.94278,29.0,ID.MA.MT,97544.0,16-06-21,01:12:30,5,1
83,a786eafb9603e7426c2bf01e7303cd23eef9d2cf,-3.6902,128.1776,101.0,,,16-06-21,01:13:40,4,5
84,7b7c532af12f0ff253388a679ae46d629b0baa65,-3.69948,128.17593,8.0,ID.MA.AM,97112.0,16-06-21,01:14:44,2,1
85,282a7066f5457ca3ab852a1c0f180d00cbef195b,-3.4955,128.70791,29.0,ID.MA.MT,97546.0,16-06-21,01:16:16,15,5
86,b7e51286f2f33c6e1c54ba9e8d2c53bb023e3437,-3.57811,128.18137,15.0,ID.MA.MT,97543.0,16-06-21,01:16:19,7,1
87,b466f1e921557c9e938fc765cd179da0cb03a7e2,-3.699366,128.179093,10.0,ID.MA.AM,97126.0,16-06-21,01:16:27,1,5
88,cbadf42914fd50ac2f61f1ef29a2e3cb2487f340,-3.60409,128.333343,9.0,ID.MA.MT,97544.0,16-06-21,01:16:51,9,1
89,844283558d71d54c51c633229e99336cce074393,-3.380981,129.546085,6.0,ID.MA.MT,97544.0,16-06-21,01:19:04,1,5
90,a605c43efb77cd1816885ffd90d0c4037d071e79,-3.675675,128.209682,1.0,ID.MA.AM,97128.0,16-06-21,01:20:44,4,1
91,24a60f1965720bf1c5a37c0575596aa5efc80697,-3.626349,128.243789,9.0,ID.MA.AM,97215.0,16-06-21,01:22:31,2,5
92,f2818a0b9ca4d1af619ba8e40e631110710adcf3,-3.70975,128.17752,22.0,ID.MA.AM,97116.0,16-06-21,01:23:57,10,1
93,c22e0963f6821b5e4f0f39e554ce2c00ef37a809,-3.356351,129.959253,11.0,ID.MA.ST,97583.0,16-06-21,01:24:10,1,5
94,bb98f3899065f4b29b839ee38c0e6d811c54c07b,-3.711711,128.16072,33.0,ID.MA.AM,97117.0,16-06-21,01:24:27,90,1
95,09559e0ef6aefa74f53ef362129668b7b732775f,-3.63935,128.196695,15.0,ID.MA.AM,97222.0,16-06-21,01:24:38,36,5
96,49409b3a36b4f2da8ad6e94b3bd6cc16f64ec950,-3.59137,128.33826,11.0,ID.MA.MT,97544.0,16-06-21,01:25:25,2,1
97,000f1ae70cbca60e13001ae056872ac684643f86,-2.851333,128.544351,4.0,ID.MA.SB,97562.0,16-06-21,01:25:38,1,5
98,aad05bcbba72caac8177ba56ea9e3a8555d1e426,-3.70835,128.172611,4.0,ID.MA.AM,97116.0,16-06-21,01:30:04,1,1
99,5583889ecf450440f871bcd186fbe6ab517edce6,-3.70682,128.17638,9.0,ID.MA.AM,97116.0,16-06-21,01:30:05,1,5
100,18e8854380559edafc966214adc8bc726e411775,-3.571389,128.663331,31.0,ID.MA.MT,97546.0,16-06-21,01:31:33,10,1
101,eb29275578ab52fb7c1a1f9ca377a2f69f8692f5,-3.58707,128.33065,14.0,ID.MA.MT,97544.0,16-06-21,01:32:18,198,5
102,16bb8df0d2419c1202cdbd8db130f1216f01c659,-3.047842,130.060744,7.0,ID.MA.MT,97544.0,16-06-21,01:34:51,1,1
103,ae64a4c7ef988419a8181eeb05331dffed63ef80,-3.6937,128.19422,24.0,ID.MA.AM,97121.0,16-06-21,01:36:28,74,5
104,6363f1ed8f4bc7a634e4395fb4b9958090417f73,-3.66929,128.20182,10.0,ID.MA.AM,97128.0,16-06-21,01:39:08,460,1
105,61a3043be965d73c56104e9706265a5742b10057,-3.6902,128.1776,55.0,,,16-06-21,01:39:24,2,5
106,fea5fd8dcbe3a6d875fba2649fe15fa580602bc6,-3.33573,128.353159,18.0,ID.MA.SB,97566.0,16-06-21,01:43:34,1,1
107,85887486430916484d2dd48890165a11955f6cf4,-3.693693,128.194223,12.0,ID.MA.AM,97121.0,16-06-21,01:45:59,116,5
108,866d4b65696922c1d3988aa9b90fef08ebf93725,-3.6902,128.1776,91.0,,,16-06-21,01:47:35,3,1
109,873b41108ce8d304161f55b84a0e9a79c5bac5fa,-3.6902,128.1776,97.0,,,16-06-21,01:48:02,1,5
110,6f91610861c66acf90c3cdecac42684cebd486e7,-3.679611,128.215482,9.0,ID.MA.AM,97128.0,16-06-21,01:49:33,3,1
111,139a757c5b312036c64ff55ef6db998f5e6c8d0f,-3.627073,128.24219,15.0,ID.MA.AM,97215.0,16-06-21,01:49:56,42,5
112,985dcebda575b2980bee8456ea5e6dcf6fc54214,-3.6902,128.1776,19.0,,,16-06-21,01:50:29,1,1
113,82cdc266bcb3b49c7cd0222ce473084acc99431b,-3.70283,128.17842,16.0,ID.MA.AM,97114.0,16-06-21,01:54:35,296,5
114,f31911b5f2d15938257e158cc4b61b705c99a1dd,-3.550964,128.422696,3.0,ID.MA.MT,97545.0,16-06-21,01:55:36,3,1
115,8c89395e67097d0710006f5f06aebd28f848fb8d,-3.508292,128.320689,10.0,ID.MA.MT,97544.0,16-06-21,01:56:06,1,5
116,8149aecc29cd3af5e28f1ad4bafd0ed8d7ea1939,-3.68038,128.17781,7.0,,,16-06-21,01:56:58,2,1
117,ebbaadc1abf9fda8472074a401b024ac881b1108,-3.69717,128.19229,5.0,ID.MA.AM,97129.0,16-06-21,01:57:30,2,5
118,5def4c8e45cdd1028cc0838d929918e5a80ca2a2,-2.81082,129.50715,23.0,ID.MA.MT,97544.0,16-06-21,01:58:24,72,1
119,25257dda5b675dcc3b92807661cf6565db50d20f,-3.603603,128.650767,14.0,ID.MA.MT,97546.0,16-06-21,01:59:17,68,5
120,7892cb38b324d52f3f15bb233022861859ab59e3,-3.711711,128.088497,21.0,ID.MA.MT,97227.0,16-06-21,02:02:17,93,1
121,bf3f0b4311ba7966675f1ded822b3881a602ddc4,-3.76577,128.1325,14.0,ID.MA.AM,97117.0,16-06-21,02:03:56,127,5
122,7fe1a4e7fa7cb43ddf1bfa23a3bb10250a5ef6c3,-3.69912,128.17476,6.0,ID.MA.AM,97112.0,16-06-21,02:04:47,5,1
123,15dee6ef9ae5425d5ccf9ccae67fb412a94cecc9,-3.71021,128.16142,11.0,ID.MA.AM,97117.0,16-06-21,02:04:53,3,5
124,5e712b131d594cf6ef2d66f2dd5ed1a8750e1180,-3.72973,128.18139,16.0,ID.MA.AM,97116.0,16-06-21,02:06:03,19,1
125,abfca932b68d7338e004509b85b1208e6db130ed,-3.67027,128.20252,14.0,ID.MA.AM,97128.0,16-06-21,02:07:03,1,5
126,b133ceae9b065a445b5654d03c2151ba5b147628,-3.099099,128.205515,5.0,ID.MA.SB,97561.0,16-06-21,02:08:02,117,1
127,8c501afecc18a90c21db843ca99b613455b3d5dc,-3.625177,128.251572,5.0,ID.MA.AM,97214.0,16-06-21,02:08:15,1,5
128,8d2627068cc185c5fe2381aa2e09efa3b7a315b1,-3.299396,128.964631,3.0,ID.MA.MT,97544.0,16-06-21,02:08:19,1,1
129,4a01136484a6145e8723a9f1b0bcde33b3417750,-3.081081,128.203339,18.0,ID.MA.SB,97561.0,16-06-21,02:08:46,5,5
130,fef6274e41ef8b86b503881ece2c1791e2059900,-3.657657,128.20709,7.0,,,16-06-21,02:08:58,7,1
131,655139e1005828f1615de97f296019f9b0067975,-3.68217,128.22094,19.0,ID.MA.AM,97128.0,16-06-21,02:11:50,463,5
132,a8ee9d8d64ec52de06c962f495fbbd3fdd2a0e7c,-3.624282,128.22247,14.0,ID.MA.AM,97217.0,16-06-21,02:12:06,1,1
133,2483ad7c47c1155601e90bd349b751ca753bb387,-3.7479,127.92929,14.0,ID.MA.MT,,16-06-21,02:12:36,8,5
134,b155d26f7395eae899ee241bcf1b5f5df64a333d,-3.657657,128.18904,24.0,ID.MA.AM,97223.0,16-06-21,02:13:51,232,1
135,1dea1bad1229ce98f521b664932bd6f5605f8358,-3.353867,128.993612,6.0,ID.MA.MT,97544.0,16-06-21,02:14:28,1,5
136,18dddc20c7218795fa8b94c8f00ebb6c0354f4fb,-3.681888,128.189366,19.0,ID.MA.AM,97128.0,16-06-21,02:17:18,120,1
137,53569b51a22f1b5232483de1be33d51a2e51d021,-2.863227,128.420132,9.0,ID.MA.SB,97562.0,16-06-21,02:17:28,10,5
138,eaa22fc5181cdd4c883dd7dfcbb23a1797c7f772,-3.6937,128.17615,20.0,ID.MA.AM,,16-06-21,02:19:26,147,1
139,63d56ed713300484eb8138e07649a3aac7769935,-3.653557,128.184053,6.0,ID.MA.AM,97223.0,16-06-21,02:19:30,2,5
140,eed740c57d125a56b32c84c335c15f77bd0b04f9,-3.675675,128.191627,7.0,ID.MA.AM,97129.0,16-06-21,02:19:38,4,1
141,a52e68eefe716868642ec29bf505085f374d98c1,-3.30274,128.96176,6.0,ID.MA.MT,97544.0,16-06-21,02:19:53,3,5
142,f6f361389c7756cc2e8813402975a5ce47a1ae11,-3.66765,127.94874,7.0,ID.MA.MT,97543.0,16-06-21,02:21:08,2,1
143,83bc88c563b53146f6211c5952a7b13648ab5434,-3.693693,128.176168,20.0,ID.MA.AM,,16-06-21,02:22:11,18,5
144,c06e4025216895d0f5cf1065a3c802fef4ef5f0b,-3.49683,128.698757,11.0,ID.MA.MT,97546.0,16-06-21,02:22:22,2,1
145,9178d917708ccdc5901f8c7343582495b681d69b,-3.68068,127.92755,3.0,ID.MA.MT,97543.0,16-06-21,02:22:48,149,5
146,5dc383bfd126e422f26a940bda369c098580180c,-3.801801,128.101722,27.0,ID.MA.AM,97117.0,16-06-21,02:23:37,80,1
147,d54d2f5c2b1a5dda09368a34be480e7b8c8a3307,-3.701212,128.181742,37.0,ID.MA.AM,97127.0,16-06-21,02:23:57,3,5
148,0febde54a8d5a0af8d4280d68660b1089a5a5fe7,-2.800199,129.501557,27.0,ID.MA.MT,97544.0,16-06-21,02:24:23,159,1
149,a4028f43a326eec9776d5ec4331b98a0068c9d18,-3.693693,128.194223,16.0,ID.MA.AM,97121.0,16-06-21,02:28:34,122,5
150,c350348cd2983d145b061c4a6658c0d73ea305f8,-2.9225,129.23921,4.0,ID.MA.MT,97544.0,16-06-21,02:28:37,2,1
151,e9f6cfb617584491f9df68aa37592082bdddbf47,-3.206178,128.273383,16.0,ID.MA.SB,97564.0,16-06-21,02:29:06,2,5
152,a39039648881828172a734212c62232c4636c206,-3.69686,128.18659,23.0,ID.MA.AM,97123.0,16-06-21,02:29:10,48,1
153,a88dc1879e4ba20d5cf62c308aa8f7a34846b32e,-3.69905,128.18057,19.0,ID.MA.AM,97127.0,16-06-21,02:30:26,3,5
154,e1f19a3f4ed66c1d37aeb5ff5827d9aa631a0a94,-2.85934,128.73121,12.0,ID.MA.SB,97563.0,16-06-21,02:31:17,11,1
155,7ac70fa431f40072e6bb4f6a5b6415b5f56c2765,-3.28651,128.97194,8.0,ID.MA.MT,97544.0,16-06-21,02:31:18,1,5
156,660d545f749e01249e99b98935c7317cd8782bf7,-3.70011,128.174462,9.0,ID.MA.AM,97112.0,16-06-21,02:32:27,1,1
157,210abf25a7b386e45b4d1ae1c141d5c0190c8377,-3.693726,128.180373,21.0,ID.MA.AM,97126.0,16-06-21,02:32:53,137,5
158,17973b1ffd5002373b953ee9a8e96a99d91aba70,-3.65766,128.18904,17.0,ID.MA.AM,97223.0,16-06-21,02:33:34,2,1
159,71812386db0ef9141609792168ab17d6185c97c7,-3.63172,128.21781,6.0,ID.MA.AM,97217.0,16-06-21,02:34:14,2,5
160,7a26544b4a3557112478168c18e9f22401890bd5,-3.62763,128.25017,15.0,ID.MA.AM,97214.0,16-06-21,02:36:31,4,1
161,3f6f10d4ac0a2280ded880a5f2acf07a450054f0,-2.95798,129.11842,13.0,ID.MA.MT,97544.0,16-06-21,02:36:36,2,5
162,2e764a051749d1352ce01bd021f32eb1dca29349,-3.69946,128.187184,15.0,ID.MA.AM,97125.0,16-06-21,02:36:53,4,1
163,5bb64c9ff4ab983fc74c65555ccbf6b4d43d5699,-3.65209,128.2318,27.0,ID.MA.AM,97212.0,16-06-21,02:36:56,15,5
164,edd508bdf9143b4249fc98973fbc1939c262a934,-2.958185,129.115563,8.0,ID.MA.MT,97544.0,16-06-21,02:37:23,1,1
165,acf14fb4542c5e1886069c081db3aaaf7b7be942,-3.689228,128.221207,8.0,ID.MA.AM,97128.0,16-06-21,02:37:28,2,5
166,f391f121a234fcc7549bf79bd0f953c7f86f4c0a,-3.682981,128.212075,11.0,ID.MA.AM,97128.0,16-06-21,02:38:41,4,1
167,033a3072e93f55f6d2bd2032c3bf0a0ea65fbb90,-3.62914,128.252051,8.0,ID.MA.AM,97214.0,16-06-21,02:40:14,1,5
168,a495344f313ce37967624c705b9b9548c6b0b34a,-3.495475,128.694043,8.0,ID.MA.MT,97546.0,16-06-21,02:42:09,89,1
169,a5bd51fc8e1e5d0a18ef11e1fb19d47013a5061d,-3.696142,128.181876,13.0,ID.MA.AM,97126.0,16-06-21,02:43:40,31,5
170,52455c1917109f18303891147d448f8707693933,-3.35407,129.955723,6.0,ID.MA.ST,97583.0,16-06-21,02:44:21,6,1
171,3ed41cfb1f06033fc27c3e80863ccd62cf261127,-3.68312,128.20976,9.0,ID.MA.AM,97128.0,16-06-21,02:45:12,2,5
172,3825589d1091e9cc04c846541717fe8837c3d845,-3.704477,128.172786,6.0,ID.MA.AM,97115.0,16-06-21,02:45:33,2,1
173,0ed6cba4475d3c353164c4f4f32a6dbc12968d23,-3.68426,128.22664,17.0,ID.MA.AM,97128.0,16-06-21,02:45:43,372,5
174,1bee5bee2b68416eee51df90ce363ca9ee813896,-3.70488,128.1593,15.0,ID.MA.AM,97117.0,16-06-21,02:46:54,3,1
175,5c785672cde46fce6e3b0b16e55ba3c3d69419c4,-3.711711,128.178776,36.0,ID.MA.AM,97116.0,16-06-21,02:49:15,59,5
176,44e3dd4dca254a6b1449bd125e4834992d459bad,-3.287659,128.981175,13.0,ID.MA.MT,97544.0,16-06-21,02:50:33,1,1
177,11f752e49e173e1105c428f8e3ddc315d8273e7b,-3.710605,127.922759,8.0,ID.MA.MT,97543.0,16-06-21,02:51:10,3,5
178,a8eee3c63bf8828e81c4eba73a0c6c4d1b601a2a,-3.690678,128.189508,21.0,ID.MA.AM,97121.0,16-06-21,02:52:51,51,1
179,9abfb5f4b5df9f0a0430a12fa1c8b6b3ec8c372a,-3.71481,128.1796,13.0,ID.MA.AM,97116.0,16-06-21,02:53:23,2,5
180,3773411cbc6f5f7de64e18ff6db300dce86315af,-3.675675,128.209682,16.0,ID.MA.AM,97128.0,16-06-21,02:54:06,49,1
181,77097bc8d992609efab1f3c7dee6b2bd44fe37e7,-3.67569,128.20969,7.0,ID.MA.AM,97128.0,16-06-21,02:54:30,112,5
182,d2129a491256e6a3c72ee91b54875fc4f9dbd3d8,-3.207207,129.048971,18.0,ID.MA.MT,97544.0,16-06-21,02:55:01,4,1
183,25be564c4a449dd828f178f1ab70600b76bc409d,-3.693693,128.176168,18.0,ID.MA.AM,97121.0,16-06-21,02:55:23,161,5
184,e320a0d1e703bbd8a9db79ebea3bc13ca9977458,-3.704848,128.158838,3.0,ID.MA.AM,97117.0,16-06-21,02:57:18,1,1
185,c4eb43efdce2298c3c9b61684155cf1e3b7d16ef,-3.708492,128.165917,13.0,ID.MA.AM,97117.0,16-06-21,02:59:16,13,5
186,759ecc1f80722b06e162428b6676e83d6fa7b61c,-3.027027,129.947076,31.0,ID.MA.MT,97544.0,16-06-21,02:59:44,183,1
187,c0e32e21436b4a3eee5a316d12619a783d47eb98,-3.681926,128.202343,14.0,ID.MA.AM,97128.0,16-06-21,03:01:38,2,5
188,53265b3f8a6391acf388944692339e3c0a300f64,-3.66007,128.18268,18.0,ID.MA.AM,97223.0,16-06-21,03:02:11,1,1
189,e972d3b588b93095d078f7086fb7324a46ee19b2,-3.646605,128.188839,23.0,ID.MA.AM,97222.0,16-06-21,03:03:12,2,5
