maid,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0dfc410ae928da62f7ea3b6f859f339b730d9ade,0dfc410ae928da62f7ea3b6f859f339b730d9ade,129.751569,-2.939588,17.0,ID.MA.MT,97544.0,16-06-21,10:04:20,2,1,green
de4609b3ae866a0f1d4f7c71bf89bc2e172dd928,de4609b3ae866a0f1d4f7c71bf89bc2e172dd928,127.941268,-3.341661,6.0,ID.MA.SB,97571.0,16-06-21,10:04:39,1,1,green
cb962c1f9970a026a3e324daadb532c048d00e9c,cb962c1f9970a026a3e324daadb532c048d00e9c,128.11567,-3.06593,17.0,ID.MA.SB,97561.0,16-06-21,10:04:42,5,1,green
0928bfe24299f9c0641108d6f7134165b5d5eed5,0928bfe24299f9c0641108d6f7134165b5d5eed5,128.23807,-3.62163,15.0,ID.MA.AM,97215.0,16-06-21,10:04:49,100,1,green
09fa7a2269f06787cac4d5463f157ab5957dab2c,09fa7a2269f06787cac4d5463f157ab5957dab2c,128.1776,-3.6902,39.0,,,16-06-21,10:05:19,1,1,green
f0b676276c63a4f0f14e1c43ef358bf9c7319b26,f0b676276c63a4f0f14e1c43ef358bf9c7319b26,128.14441,-3.77205,9.0,ID.MA.AM,97117.0,16-06-21,10:05:20,2,1,green
b2487c384471e391b19778af0ee19a66e0368ac9,b2487c384471e391b19778af0ee19a66e0368ac9,128.1776,-3.6902,62.0,,,16-06-21,10:05:36,1,1,green
c735b1801111b23282f43ecd14968c73a2ee1441,c735b1801111b23282f43ecd14968c73a2ee1441,128.3393,-3.59178,7.0,ID.MA.MT,97544.0,16-06-21,10:05:51,27,1,green
3152710ef5b13e4e7926c2e0079b008d9fc05a3c,3152710ef5b13e4e7926c2e0079b008d9fc05a3c,128.41499,-3.53447,13.0,ID.MA.MT,97545.0,16-06-21,10:05:59,2,1,green
eb6fb52e8020ca05faadd5ddf37b3291e06485e9,eb6fb52e8020ca05faadd5ddf37b3291e06485e9,128.179099,-3.697195,2.0,ID.MA.AM,97126.0,16-06-21,10:06:07,3,1,green
3cbdf3363578c00064cf673f840fcf7ff10c1b07,3cbdf3363578c00064cf673f840fcf7ff10c1b07,129.590232,-3.309939,2.0,ID.MA.MT,97544.0,16-06-21,10:06:15,36,1,green
8bee7e970bdc8a052e9120968de308ad06329a4f,8bee7e970bdc8a052e9120968de308ad06329a4f,128.538318,-3.445698,25.0,ID.MA.SB,97565.0,16-06-21,10:06:22,37,1,green
68f415792fca3a9b472a2cee300d0d37c1e81699,68f415792fca3a9b472a2cee300d0d37c1e81699,128.19444,-3.70821,6.0,ID.MA.AM,97129.0,16-06-21,10:06:32,1,1,green
2148d0527fff82945f1d3724e92a705f1392c8e6,2148d0527fff82945f1d3724e92a705f1392c8e6,128.19817,-3.70818,9.0,ID.MA.AM,97129.0,16-06-21,10:06:43,2,1,green
73ec2c2befc7a23a96334372d5eff1567f78da8a,73ec2c2befc7a23a96334372d5eff1567f78da8a,128.975016,-3.298589,8.0,ID.MA.MT,97544.0,16-06-21,10:06:44,1,1,green
eb2f4469b6f00eabc132f986c12936c0c4eeee9f,eb2f4469b6f00eabc132f986c12936c0c4eeee9f,128.25613,-3.62163,7.0,ID.MA.AM,97214.0,16-06-21,10:06:50,183,1,green
7b1ff37eaa65f49173ad6de54dc2f12b8f81d999,7b1ff37eaa65f49173ad6de54dc2f12b8f81d999,128.176772,-3.69998,18.0,ID.MA.AM,97111.0,16-06-21,10:06:57,1,1,green
6326a7aea5ddc30d709149f190e502ba01a35766,6326a7aea5ddc30d709149f190e502ba01a35766,129.157374,-3.36782,9.0,ID.MA.MT,97544.0,16-06-21,10:07:00,23,1,green
e7f02099957e680cbe32fa2462a00c6f4600c24f,e7f02099957e680cbe32fa2462a00c6f4600c24f,128.194223,-3.693693,18.0,ID.MA.AM,97121.0,16-06-21,10:07:04,65,1,green
50e2ab73e00dfcac99041da23aff597dc0df1e71,50e2ab73e00dfcac99041da23aff597dc0df1e71,129.497836,-2.79631,9.0,ID.MA.MT,97544.0,16-06-21,10:07:09,1,1,green
d548b70fd5d587651703e4e1c439c34b18de249d,d548b70fd5d587651703e4e1c439c34b18de249d,129.018147,-3.352242,11.0,ID.MA.MT,97544.0,16-06-21,10:07:20,29,1,green
3a76b2a0ce740f8b14551b60cb95e4f049d77018,3a76b2a0ce740f8b14551b60cb95e4f049d77018,128.172454,-3.710392,7.0,ID.MA.AM,97116.0,16-06-21,10:08:05,12,1,green
a76d5b91840df08254cb29da54c0df8d84bd5b9a,a76d5b91840df08254cb29da54c0df8d84bd5b9a,128.22467,-3.657346,20.0,ID.MA.AM,97212.0,16-06-21,10:08:07,3,1,green
7f410d1aec5454b9e208db5af50d38d0e349145b,7f410d1aec5454b9e208db5af50d38d0e349145b,128.16072,-3.711711,14.0,ID.MA.AM,97117.0,16-06-21,10:08:12,40,1,green
94dd731704a3d566d0be14ef9d3056be34c546bd,94dd731704a3d566d0be14ef9d3056be34c546bd,128.844258,-3.232467,7.0,ID.MA.MT,97544.0,16-06-21,10:08:18,2,1,green
b489d27e5816acc9d6fc5bc36ead8ac4ea86eae4,b489d27e5816acc9d6fc5bc36ead8ac4ea86eae4,128.177439,-3.69494,18.0,ID.MA.AM,97126.0,16-06-21,10:08:30,1,1,green
8a09c7529966a44b70749e846908d10b8ab9da03,8a09c7529966a44b70749e846908d10b8ab9da03,128.199973,-3.665653,15.0,ID.MA.AM,97128.0,16-06-21,10:08:32,21,1,green
2bd6be1ad3cd720ab119f674c13a916fb49cad57,2bd6be1ad3cd720ab119f674c13a916fb49cad57,128.18903,-3.65767,10.0,ID.MA.AM,97223.0,16-06-21,10:08:44,52,1,green
ef6abe9c6374289c900285aa41258c9edf01e93a,ef6abe9c6374289c900285aa41258c9edf01e93a,128.98975,-3.26176,7.0,ID.MA.MT,97544.0,16-06-21,10:08:45,2,1,green
aabfc379cbc355bddec96ffe463f0a912326375b,aabfc379cbc355bddec96ffe463f0a912326375b,128.954773,-3.29946,31.0,ID.MA.MT,97544.0,16-06-21,10:08:45,15,1,green
eabfe75be9488ca4b4f7dcc2b3c11f00a0d17533,eabfe75be9488ca4b4f7dcc2b3c11f00a0d17533,128.32765,-3.55502,16.0,ID.MA.MT,97544.0,16-06-21,10:08:48,4,1,green
66b2c4753f133b865fe190c6a66cfce0bc94bfa9,66b2c4753f133b865fe190c6a66cfce0bc94bfa9,128.166061,-3.703954,3.0,ID.MA.AM,97115.0,16-06-21,10:08:51,2,1,green
e9dce4b927010fb76b8ee97cc3509f1b80e91201,e9dce4b927010fb76b8ee97cc3509f1b80e91201,128.21227,-3.631191,7.0,ID.MA.AM,97221.0,16-06-21,10:08:54,6,1,green
8417028402964f7eb455d2667b46e9d5e5117865,8417028402964f7eb455d2667b46e9d5e5117865,128.178776,-3.711711,6.0,ID.MA.AM,97116.0,16-06-21,10:09:26,55,1,green
1364f269aa283251c9f6522c2ae057a43977e928,1364f269aa283251c9f6522c2ae057a43977e928,128.23565,-3.62885,5.0,ID.MA.AM,97216.0,16-06-21,10:09:28,8,1,green
45b738d2a88368aa61ba95668cb0295c8bc162d8,45b738d2a88368aa61ba95668cb0295c8bc162d8,128.206432,-3.681497,16.0,ID.MA.AM,97128.0,16-06-21,10:09:32,4,1,green
4afc11fc00d4ea00a2f4ee3bc211d515b582d503,4afc11fc00d4ea00a2f4ee3bc211d515b582d503,129.916526,-3.334013,6.0,ID.MA.ST,97583.0,16-06-21,10:09:43,1,1,green
1b12e77494a5eba2a7a7fa231be7ea6ea546ba99,1b12e77494a5eba2a7a7fa231be7ea6ea546ba99,129.789753,-2.937825,20.0,ID.MA.MT,97544.0,16-06-21,10:09:44,2,1,green
ca0f22c8a34db468e147f895b95a052fd0dd4cbe,ca0f22c8a34db468e147f895b95a052fd0dd4cbe,128.202238,-3.66648,20.0,ID.MA.AM,97128.0,16-06-21,10:10:05,2,1,green
0a7bea28c94380898d581c2e8138d5f6d726eb05,0a7bea28c94380898d581c2e8138d5f6d726eb05,128.24236,-3.639386,7.0,ID.MA.AM,,16-06-21,10:10:15,17,1,green
5c8d00fdecf0bfe465ce01212035d0e0145354d1,5c8d00fdecf0bfe465ce01212035d0e0145354d1,127.94277,-3.36241,14.0,ID.MA.SB,97571.0,16-06-21,10:10:25,3,1,green
bb875b85dc9eab82887221a70546caf5acf3579c,bb875b85dc9eab82887221a70546caf5acf3579c,128.248817,-3.629156,9.0,ID.MA.AM,97214.0,16-06-21,10:10:53,39,1,green
0bffd3479798879a4bcc79e45457eabc2d17d81a,0bffd3479798879a4bcc79e45457eabc2d17d81a,128.23808,-3.62164,14.0,ID.MA.AM,97215.0,16-06-21,10:10:55,15,1,green
7ce1c245787ee1410cbf82b5027fa969c28ceca6,7ce1c245787ee1410cbf82b5027fa969c28ceca6,129.304655,-3.412077,17.0,ID.MA.MT,97544.0,16-06-21,10:11:21,1,1,green
c7733396b2d0a83fdd17c898359654be2e11799e,c7733396b2d0a83fdd17c898359654be2e11799e,128.173768,-3.585274,11.0,ID.MA.MT,97543.0,16-06-21,10:11:22,6,1,green
581234e8782efde539b054f7aada2acbd9eaec24,581234e8782efde539b054f7aada2acbd9eaec24,128.183927,-3.687085,7.0,ID.MA.AM,,16-06-21,10:11:25,5,1,green
448202c17d926b2d6ef1ada1450054ccfc227e4a,448202c17d926b2d6ef1ada1450054ccfc227e4a,128.204688,-3.668588,5.0,ID.MA.AM,97128.0,16-06-21,10:11:28,9,1,green
8f47104d1f4bf96d7788bc02bb0715cc2560f2a8,8f47104d1f4bf96d7788bc02bb0715cc2560f2a8,127.934521,-3.676576,25.0,ID.MA.MT,97543.0,16-06-21,10:11:52,25,1,green
9450a01e22ec62ad4aaabfc8680ef4a2169f7322,9450a01e22ec62ad4aaabfc8680ef4a2169f7322,128.424876,-3.436041,15.0,ID.MA.SB,97566.0,16-06-21,10:11:55,1,1,green
ecef72190aa2c4c112bc843ac5035b94a68b4253,ecef72190aa2c4c112bc843ac5035b94a68b4253,128.327871,-3.607325,15.0,ID.MA.MT,97544.0,16-06-21,10:11:57,8,1,green
81c26a0aa9e560d17e4a39d4edfb1fa53618639f,81c26a0aa9e560d17e4a39d4edfb1fa53618639f,128.18106,-3.70229,8.0,ID.MA.AM,97127.0,16-06-21,10:11:57,2,1,green
d46319bcc98b94b06c01a906794356352e08a7f9,d46319bcc98b94b06c01a906794356352e08a7f9,128.1941,-3.679137,10.0,ID.MA.AM,97128.0,16-06-21,10:12:00,12,1,green
35879cd2035d7445608054195316f83c01fd446a,35879cd2035d7445608054195316f83c01fd446a,128.31055,-3.57286,14.0,ID.MA.MT,97544.0,16-06-21,10:12:02,8,1,green
b28a45943662e87e9df85ff61f3f194683a76465,b28a45943662e87e9df85ff61f3f194683a76465,128.196098,-3.671842,23.0,ID.MA.AM,97129.0,16-06-21,10:12:15,5,1,green
0c2c2b13a5eacf42f5ef21199cbdbfeb89133045,0c2c2b13a5eacf42f5ef21199cbdbfeb89133045,128.027578,-3.591766,3.0,ID.MA.MT,97543.0,16-06-21,10:12:16,1,1,green
06d210c0b10df600ab8bb5c072df307e9b7bf49d,06d210c0b10df600ab8bb5c072df307e9b7bf49d,128.253419,-3.621876,6.0,ID.MA.AM,97214.0,16-06-21,10:12:21,1,1,green
1297aae0b42e076464b2eb20163bb1f8f9c251bd,1297aae0b42e076464b2eb20163bb1f8f9c251bd,128.19423,-3.693693,10.0,ID.MA.AM,97121.0,16-06-21,10:12:22,2,1,green
c6f5a5222c35d71d6231f6770897300fcaecccc7,c6f5a5222c35d71d6231f6770897300fcaecccc7,128.957762,-3.297202,23.0,ID.MA.MT,97544.0,16-06-21,10:12:44,3,1,green
471a7b4f063f2862ceaf5c43fe9c7d4dfa7cbf32,471a7b4f063f2862ceaf5c43fe9c7d4dfa7cbf32,128.199813,-3.068936,17.0,ID.MA.SB,97561.0,16-06-21,10:12:55,1,1,green
fafb46160bb0c991bf4147eaaec21302f8c98a47,fafb46160bb0c991bf4147eaaec21302f8c98a47,129.923495,-2.998375,12.0,ID.MA.MT,97544.0,16-06-21,10:13:03,1,1,green
8a922d47d9ad14634c6c9b675275a7b38d4861e0,8a922d47d9ad14634c6c9b675275a7b38d4861e0,128.420579,-3.433924,25.0,ID.MA.SB,97566.0,16-06-21,10:13:09,14,1,green
6e31f22a06551fd3fd08dc9ecc512fe33446e44b,6e31f22a06551fd3fd08dc9ecc512fe33446e44b,128.160714,-3.703141,10.0,ID.MA.AM,97117.0,16-06-21,10:13:13,1,1,green
3536b812b9614d43fe7b2f5e14cc72c1e8dcc205,3536b812b9614d43fe7b2f5e14cc72c1e8dcc205,128.141288,-3.729838,17.0,ID.MA.AM,97117.0,16-06-21,10:13:13,13,1,green
57875968c16f638cb564d1f12e53f5c3f924ec3f,57875968c16f638cb564d1f12e53f5c3f924ec3f,128.165238,-3.666098,7.0,ID.MA.AM,97224.0,16-06-21,10:13:23,1,1,green
7b2c5599dbee7ace13def5f9276fb1d4ad4571ba,7b2c5599dbee7ace13def5f9276fb1d4ad4571ba,128.179817,-3.698476,8.0,ID.MA.AM,97126.0,16-06-21,10:13:24,355,1,green
ffdd4f400f65ecbcc6e767241a733fc462b5185d,ffdd4f400f65ecbcc6e767241a733fc462b5185d,128.1776,-3.6902,74.0,,,16-06-21,10:13:24,2,1,green
27fef713b40ed1d401fbcb09d0dde4f1a469428d,27fef713b40ed1d401fbcb09d0dde4f1a469428d,128.45513,-3.517286,11.0,ID.MA.MT,97545.0,16-06-21,10:13:26,1,1,green
ff0b728897bb10d845078fc76c94eb7ca16c0eb4,ff0b728897bb10d845078fc76c94eb7ca16c0eb4,128.178961,-3.693355,9.0,ID.MA.AM,97126.0,16-06-21,10:13:33,1,1,green
68da3cb12a13a391e7cfd4a72cab73d32eada7b1,68da3cb12a13a391e7cfd4a72cab73d32eada7b1,128.18163,-3.66044,4.0,ID.MA.AM,97223.0,16-06-21,10:13:41,1,1,green
76c2160242386dcf4fe7ae4dfa16a41967db2463,76c2160242386dcf4fe7ae4dfa16a41967db2463,128.21986,-3.66082,8.0,ID.MA.AM,97212.0,16-06-21,10:13:41,3,1,green
2deec4b2621084901ce5e3f0fb27b990cc31fa32,2deec4b2621084901ce5e3f0fb27b990cc31fa32,128.203252,-3.673265,13.0,ID.MA.AM,97128.0,16-06-21,10:14:05,1138,1,green
0775653f1ec425295b4202a281aeac8fbd8d311a,0775653f1ec425295b4202a281aeac8fbd8d311a,128.45998,-3.520304,24.0,ID.MA.MT,97545.0,16-06-21,10:14:08,1,1,green
cfeffe4f7dfa971376e40c2c200feccb6205c792,cfeffe4f7dfa971376e40c2c200feccb6205c792,128.20379,-3.66949,30.0,ID.MA.AM,97128.0,16-06-21,10:14:17,4,1,green
a5c99dae9a9c854b4e0268e7130240db0aa15306,a5c99dae9a9c854b4e0268e7130240db0aa15306,129.976719,-3.029648,6.0,ID.MA.MT,97544.0,16-06-21,10:14:31,1,1,green
fd21fa8d859b122d37efaab68c1d80ffd75fd04b,fd21fa8d859b122d37efaab68c1d80ffd75fd04b,128.190126,-3.680597,7.0,ID.MA.AM,97128.0,16-06-21,10:14:36,1,1,green
1e4f16f67a587b284c0c3a5fc6010e1da6d1296b,1e4f16f67a587b284c0c3a5fc6010e1da6d1296b,128.19837,-3.63243,17.0,ID.MA.AM,97221.0,16-06-21,10:14:46,29,1,green
e5a8f6a7895b73e87c35337ca0c5194428fb8677,e5a8f6a7895b73e87c35337ca0c5194428fb8677,128.964298,-3.302058,13.0,ID.MA.MT,97544.0,16-06-21,10:14:55,1,1,green
081128a4fa090b9b795b3805df6a1b52fac0867b,081128a4fa090b9b795b3805df6a1b52fac0867b,128.23586,-3.644126,14.0,ID.MA.AM,97211.0,16-06-21,10:14:57,2,1,green
39830fc19e769fb35467e2c98ea72ceb04247b43,39830fc19e769fb35467e2c98ea72ceb04247b43,128.852739,-3.225225,9.0,ID.MA.MT,97544.0,16-06-21,10:15:17,29,1,green
e830eff1602e0028803712d286431a088efc47c1,e830eff1602e0028803712d286431a088efc47c1,128.336089,-3.6028,11.0,ID.MA.MT,97544.0,16-06-21,10:15:17,1,1,green
833e4acc07191399cc667ae4cad616b996480dc9,833e4acc07191399cc667ae4cad616b996480dc9,128.78139,-3.257109,22.0,ID.MA.MT,97568.0,16-06-21,10:15:31,4,1,green
47f474b26593d95916f92399a80360911e5e94af,47f474b26593d95916f92399a80360911e5e94af,128.162582,-3.716646,9.0,ID.MA.AM,97117.0,16-06-21,10:15:31,116,1,green
2724be9964b90bfafeba7727cdf91d09cb76b19c,2724be9964b90bfafeba7727cdf91d09cb76b19c,128.346702,-3.333866,29.0,ID.MA.SB,97566.0,16-06-21,10:15:42,20,1,green
25913ca810485d922ad7b276beb72998100c8524,25913ca810485d922ad7b276beb72998100c8524,129.178043,-2.95803,10.0,ID.MA.MT,97544.0,16-06-21,10:15:47,67,1,green
c30a1caf64395539f7c5f2247e968f45f1b90e52,c30a1caf64395539f7c5f2247e968f45f1b90e52,129.544645,-3.37886,13.0,ID.MA.MT,97544.0,16-06-21,10:15:49,1,1,green
56825426feb2d2f80a6ae869c082ec4272986cd2,56825426feb2d2f80a6ae869c082ec4272986cd2,128.21194,-3.68092,15.0,ID.MA.AM,97128.0,16-06-21,10:15:55,3,1,green
d6f0f2f9e133caf964ef3d5677f9c1d723cacdeb,d6f0f2f9e133caf964ef3d5677f9c1d723cacdeb,128.180593,-3.693693,13.0,ID.MA.AM,97126.0,16-06-21,10:16:02,1,1,green
964bde7c3d836733a64e1a360e16485fd39c1c1d,964bde7c3d836733a64e1a360e16485fd39c1c1d,128.20709,-3.65766,5.0,,,16-06-21,10:16:10,199,1,green
77558696cc51d0f15889c76d8e71bb970192c7ee,77558696cc51d0f15889c76d8e71bb970192c7ee,129.926878,-3.009009,5.0,ID.MA.MT,97544.0,16-06-21,10:16:16,9,1,green
68a5ba259678721ede37ae015e3884dbfd9ba983,68a5ba259678721ede37ae015e3884dbfd9ba983,129.038024,-3.232837,5.0,ID.MA.MT,97544.0,16-06-21,10:16:20,1,1,green
7d081afde9b7cada128a00ca578560022c514f03,7d081afde9b7cada128a00ca578560022c514f03,128.188647,-3.658583,19.0,ID.MA.AM,97223.0,16-06-21,10:16:22,4,1,green
053e3a563e18947dcdc6640799c484c31c6c63c3,053e3a563e18947dcdc6640799c484c31c6c63c3,128.195084,-3.70038,8.0,ID.MA.AM,97129.0,16-06-21,10:16:24,1,1,green
c6be33e316e2a4bdea4628ff7e99863bc8f016a0,c6be33e316e2a4bdea4628ff7e99863bc8f016a0,129.8365,-2.997443,6.0,ID.MA.MT,97544.0,16-06-21,10:16:27,1,1,green
46f5902ae7de21cd57e3f9ff32b1ac259213b1ca,46f5902ae7de21cd57e3f9ff32b1ac259213b1ca,128.22255,-3.67476,13.0,ID.MA.AM,97128.0,16-06-21,10:16:28,1,1,green
5e30cc7dc636e32de6a422b6fe44a7ece0466a6d,5e30cc7dc636e32de6a422b6fe44a7ece0466a6d,128.188361,-3.684924,15.0,ID.MA.AM,97128.0,16-06-21,10:16:29,70,1,green
1d712907086988b840388eced25137f4374bb094,1d712907086988b840388eced25137f4374bb094,128.1776,-3.6902,10.0,,,16-06-21,10:16:32,28,1,green
fc6b6b476d69c2c65131600381ae23d08cd5706f,fc6b6b476d69c2c65131600381ae23d08cd5706f,128.95748,-3.30269,12.0,ID.MA.MT,97544.0,16-06-21,10:16:41,18,1,green
1d5167a10e2aad3a4986846ddd59a3443e87ac96,1d5167a10e2aad3a4986846ddd59a3443e87ac96,128.106936,-3.785205,10.0,ID.MA.AM,97118.0,16-06-21,10:16:48,8,1,green
510805e0eb3917810aa58cb1ea79418f4e4a17db,510805e0eb3917810aa58cb1ea79418f4e4a17db,128.279204,-3.64896,11.0,ID.MA.AM,97136.0,16-06-21,10:16:49,4,1,green
df55ba39f2854f3515b063ed0298ac9f864bec59,df55ba39f2854f3515b063ed0298ac9f864bec59,128.18858,-3.65966,7.0,ID.MA.AM,97223.0,16-06-21,10:17:01,10,1,green
670400988bfe8fb88101a58a4bc8ee0dd91a87e9,670400988bfe8fb88101a58a4bc8ee0dd91a87e9,129.39144,-2.78888,17.0,ID.MA.MT,97544.0,16-06-21,10:17:04,34,1,green
76281916b1db9b0c600cd1cc3114e0630e3f3ada,76281916b1db9b0c600cd1cc3114e0630e3f3ada,128.376982,-3.370008,10.0,ID.MA.SB,97566.0,16-06-21,10:17:24,2,1,green
c4e2fbca67da74979f3c0f7a1bc556feee12617f,c4e2fbca67da74979f3c0f7a1bc556feee12617f,128.16148,-3.714322,9.0,ID.MA.AM,97117.0,16-06-21,10:17:24,1,1,green
cf22c0b600fee5a0a982b1cd0fde2525e31f3ae1,cf22c0b600fee5a0a982b1cd0fde2525e31f3ae1,128.36132,-3.33335,19.0,ID.MA.SB,97566.0,16-06-21,10:17:25,33,1,green
7edb2fae46d1cec23e2fb7f33f5528d5434da1d1,7edb2fae46d1cec23e2fb7f33f5528d5434da1d1,128.18235,-3.70173,9.0,ID.MA.AM,97127.0,16-06-21,10:17:25,3,1,green
95be96e6fb48c1736613d701a4f6246c26352dce,95be96e6fb48c1736613d701a4f6246c26352dce,129.86006,-2.957857,23.0,ID.MA.MT,97544.0,16-06-21,10:17:30,33,1,green
1606b0a675a0cfb0c9c65e8e036579988a0533d3,1606b0a675a0cfb0c9c65e8e036579988a0533d3,128.22505,-3.095864,10.0,ID.MA.SB,97561.0,16-06-21,10:17:31,3,1,green
8047b38fccb6cc98b4e9684e84717dfb7226ca70,8047b38fccb6cc98b4e9684e84717dfb7226ca70,128.180992,-3.698973,10.0,ID.MA.AM,97127.0,16-06-21,10:17:45,1,1,green
4e2781ac70c20a9d2b8b4bda2b6d83f9ad9660ca,4e2781ac70c20a9d2b8b4bda2b6d83f9ad9660ca,128.181443,-3.697312,32.0,ID.MA.AM,97126.0,16-06-21,10:17:58,17,1,green
1f7ac3a1a8ee7e5f7fed0cfd99d80d52defb3132,1f7ac3a1a8ee7e5f7fed0cfd99d80d52defb3132,128.112251,-3.587539,10.0,ID.MA.MT,97543.0,16-06-21,10:18:03,2,1,green
